,osm_id,name,token,phones,long,lat,st_geometrytype,review_cnt,latlong
0,1003112369,فست فود باران,1XK4wk5BLJuAyr,,52.7200949,29.7769718,ST_Point,1,"(29.7769718, 52.7200949)"
1,1001996995,خط ۱ مترو شیراز,2mkBIrJadnvoDc,,52.4683239,29.6842237,ST_Point,0,"(29.6842237, 52.4683239)"
2,1003011604,رسپینا کافه,29GtkdjnouHJfo,{09216175208},50.0009153,34.6988594,ST_Point,1,"(34.6988594, 50.0009153)"
3,1014092829,شیرینی‌ سرای‌ احمد,67MMA0gYOiuERG,{09137059838},57.4581007,27.5293009,ST_Point,0,"(27.5293009, 57.4581007)"
4,1002847341,بانک مهر اقتصاد,1uA5eaJpbptqbd,{02155968124},51.44411,35.591339,ST_Point,0,"(35.591339, 51.44411)"
5,1002847343,گالری لوازم خانگی رام,22vMX6Tle70gIJ,{02155903999},51.443996,35.5913994,ST_Point,0,"(35.5913994, 51.443996)"
6,1013425677,شهرک شاهد,2zs7z8Gp6uxxLl,,51.4541417,35.6448284,ST_Point,1,"(35.6448284, 51.4541417)"
7,1002000635,بیمه پارسیان مجتمع کرمان,6qUswTpW19ab1X,{03432735100},57.061805,30.295682,ST_Point,0,"(30.295682, 57.061805)"
8,1007822785,عینک یاشار,4gyodWLMSsAEBT,{02177459044},51.5033769,35.7386718,ST_Point,2,"(35.7386718, 51.5033769)"
9,1002008826,ایستگاه مترو پارک ملت,34wfH89hjMy4OE,,59.5338994,36.3173698,ST_Point,1,"(36.3173698, 59.5338994)"
10,1013846233,بانک ملی,2RJtXJ1OmqBgsE,{06142379200},48.43398,32.29634,ST_Point,0,"(32.29634, 48.43398)"
11,1013846234,بانک ملی,4DVgihxAvQ9VYT,{06142383500},48.435937,32.157039,ST_Point,0,"(32.157039, 48.435937)"
12,1013846243,بانک ملی,6knET4x6pnmWYw,{06152237074},49.051132,30.550419,ST_Point,0,"(30.550419, 49.051132)"
13,1013846275,بانک توسعه صادرات,7nW8TFJa6IKSwd,"{06132227799,06132202030}",48.679438,31.32362,ST_Point,0,"(31.32362, 48.679438)"
14,369477579,بوستان پرستار,1lQUve5FFstdcx,,50.89154955,34.66422268,ST_Polygon,2,"(34.66422268, 50.89154955)"
15,1014526073,مرکز تعویض پلاک قم,18x2XxfqqdmNeq,{02537300411},50.910374,34.625935,ST_Point,3,"(34.625935, 50.910374)"
16,1013846292,بانک رفاه,3RiTLCzG7dbW0v,"{06135511099,06135510951}",48.691418,31.307822,ST_Point,0,"(31.307822, 48.691418)"
17,1015794750,نانوایی سنگکی برکت,5tMg9pvtFXDpHz,,51.2601603,35.6825824,ST_Point,0,"(35.6825824, 51.2601603)"
18,1014491955,رستوران,5bxSeaJiAoeDmB,,53.7543573,30.662394,ST_Point,1,"(30.662394, 53.7543573)"
19,1002010595,ایستگاه مترو شهدا,PUMB4ipSeZdpk3,,59.6059505,36.2979219,ST_Point,0,"(36.2979219, 59.6059505)"
20,1002847426,بانک آینده,P8WcnIJXbvHCY5,,51.4486854,35.591893,ST_Point,0,"(35.591893, 51.4486854)"
21,1002847435,ارزانسرای ستاره ری,2SiHkhUmZ3Hru8,{02133773465},51.4446511,35.6097856,ST_Point,0,"(35.6097856, 51.4446511)"
22,1015560593,موبایل دیجی سل,1h0eTSJQlF1vsg,{09378828466},53.0510138,36.5629685,ST_Point,1,"(36.5629685, 53.0510138)"
23,1002847446,کالای پزشکی اقدسیه,3Unkh4V5gBm0F4,{02155910590},51.4403291,35.5925338,ST_Point,0,"(35.5925338, 51.4403291)"
24,1001984146,عطریات افشار,2eheEJH27RYmDA,{04433468201},45.0609941,37.5376066,ST_Point,1,"(37.5376066, 45.0609941)"
25,1002847453,آموزشگاه فنی حرفه ای آزاد فرهیختگان ری,3Yx5mJuudfejOj,{02155922610},51.4402856,35.5925962,ST_Point,0,"(35.5925962, 51.4402856)"
26,1002847454,مدرسه الزهرا (س),1RvEFtlZDDJ5oU,,51.4276189,35.5910155,ST_Point,0,"(35.5910155, 51.4276189)"
27,1002010596,ایستگاه مترو صیاد شیرازی,4b13BKpG01mEEt,,59.48491,36.332566,ST_Point,1,"(36.332566, 59.48491)"
28,1015591071,آهن آلات شاه نظری,4xnEBkQJDTd1iK,{09356662286},49.69284,34.105647,ST_Point,0,"(34.105647, 49.69284)"
29,1002010603,ایستگاه مترو کوهسنگی,48Ytl6ejMR14hC,,59.5637405,36.2835818,ST_Point,1,"(36.2835818, 59.5637405)"
30,1014572896,شرکت دانا ابزار کشاورز,1D22Kr4LanoWzU,{09120445607},51.1617792,35.7417582,ST_Point,1,"(35.7417582, 51.1617792)"
31,1002010609,ایستگاه مترو الندشت,5uGkheOGVGjKmY,,59.5776451,36.288174,ST_Point,0,"(36.288174, 59.5776451)"
32,1002847498,مرکز آموزش آرایش مردانه پوریا,2swtSy7xzxO5E6,,51.4386061,35.5938547,ST_Point,0,"(35.5938547, 51.4386061)"
33,1002847501,روپوش سهیل (اکبری),2MFasbeuBAKUUj,{09106123141},51.4384879,35.5939694,ST_Point,0,"(35.5939694, 51.4384879)"
34,1003037018,فلکه شهید فرزاد طاهری,1jDCU0VM45xtCk,,48.3081956,30.3341099,ST_Point,1,"(30.3341099, 48.3081956)"
35,1002010622,ایستگاه مترو طبرسی,1lFbSIbFthCyWY,,59.675277,36.325161,ST_Point,0,"(36.325161, 59.675277)"
36,1002010691,ایستگاه مترو غدیر,4XExKDbzR2Fvgh,,59.619881,36.256666,ST_Point,0,"(36.256666, 59.619881)"
37,367720407,پارک شهرداری,5FGUN3RKA1Ls00,,48.37439388,34.18810773,ST_Polygon,0,"(34.18810773, 48.37439388)"
38,367722946,مسجد جوادالائمه,3CwuognaXmvL1Y,,47.59302953,35.87764524,ST_Polygon,0,"(35.87764524, 47.59302953)"
39,1015639141,مرکز خانه سلامت شمیرانات,4OLNcvJLi8RURQ,{09194700061},51.433272,35.80054,ST_Point,1,"(35.80054, 51.433272)"
40,1013846298,بانک رفاه,3pFYxoKkSZNBEH,"{06142865940,06142865950}",48.396851,32.076176,ST_Point,0,"(32.076176, 48.396851)"
41,1002847537,سوپرمارکت علی بابا,4vJbybZSWoFJf3,,51.4218246,35.6007846,ST_Point,1,"(35.6007846, 51.4218246)"
42,1002847539,فروشگاه ساعت لنسیا,1NRSShCJ6vtA5S,,51.4372077,35.5909129,ST_Point,0,"(35.5909129, 51.4372077)"
43,1002847543,کفش نیما,31fKyaQnySNVRx,,51.437194,35.5908004,ST_Point,0,"(35.5908004, 51.437194)"
44,1002860882,ایستگاه مترو بسیج,4fFU3098HHVVeQ,,51.490054,35.666455,ST_Point,12,"(35.666455, 51.490054)"
45,1013846303,بانک رفاه,5J8jsaCDWUuGpQ,"{06152222987,06152222986}",49.0464,30.561101,ST_Point,0,"(30.561101, 49.0464)"
46,1002847548,کفش ملی,2dhKw0l1FzHlrM,{02155900220},51.4372225,35.5904736,ST_Point,0,"(35.5904736, 51.4372225)"
47,1015591069,فروشگاه کهنه بازار,6OxHMvWG8H9Qr6,,47.6848908,38.4004395,ST_Point,0,"(38.4004395, 47.6848908)"
48,1013846334,بانک تجارت,7eRo1ZUwWJIuDH,{05832284623},57.298034,37.434955,ST_Point,0,"(37.434955, 57.298034)"
49,1002847549,پوشاک تندیس,2ytykvkfIVAgD0,{02155900480},51.4373512,35.5905329,ST_Point,0,"(35.5905329, 51.4373512)"
50,1002847551,فروشگاه سیاری,39dg8kT9pgNVRK,,51.4376596,35.5905644,ST_Point,0,"(35.5905644, 51.4376596)"
51,1002847556,کیف و کفش وطن,38fyTHc9pDsigz,,51.4382187,35.5907172,ST_Point,0,"(35.5907172, 51.4382187)"
52,1002847562,شهر جوراب,5Udr5I5UbcUzvh,,51.4385502,35.5907855,ST_Point,2,"(35.5907855, 51.4385502)"
53,1013846335,بانک تجارت,6feVjQcJKx3V5U,{05832443516},57.5119,37.519387,ST_Point,1,"(37.519387, 57.5119)"
54,1002847567,پوشاک چهار فصل مهدی,3hexbQuA9kW1qh,,51.4386585,35.5907852,ST_Point,0,"(35.5907852, 51.4386585)"
55,1002847605,سوپرمارکت,2JcUTb0qUN5E46,{02155185842},51.4196725,35.6250072,ST_Point,0,"(35.6250072, 51.4196725)"
56,1002847622,آموزشگاه علمی عرفان,3uyqROghiyTIWx,{0215901895},51.439914,35.5909797,ST_Point,0,"(35.5909797, 51.439914)"
57,1015510102,جگرگی عموحسن,2kH01Do0J1IYeN,{09189206326},47.1433066,34.3744699,ST_Point,1,"(34.3744699, 47.1433066)"
58,367724643,دبستان عمار,63pRqdFHqw014E,,50.90122397,35.81475363,ST_Polygon,0,"(35.81475363, 50.90122397)"
59,1002863591,(ایستگاه مترو دکتر شریعتی (ورودی شمالی,1aMGvmrGBNjgxt,,52.4647798,29.6827821,ST_Point,0,"(29.6827821, 52.4647798)"
60,1002847673,بیمه ملت,5HRRai8ihiw6rI,,51.4298447,35.6167652,ST_Point,0,"(35.6167652, 51.4298447)"
61,1002847694,عطاری,PkIZcDjEMaHiJC,,51.4296818,35.616768,ST_Point,0,"(35.616768, 51.4296818)"
62,1002847708,فرآورده های لبنی دامداران کویر,1vRN5AjYQGKOZn,,51.4189059,35.6286877,ST_Point,0,"(35.6286877, 51.4189059)"
63,1002969694,مطب دکتر محمد حسین منتظریان,5DRKNFp1mT4X6b,{02133145353},51.4900241,35.6522624,ST_Point,0,"(35.6522624, 51.4900241)"
64,1015442544,شرکت گل شیمی سپاهان,4sFrHVv3XsyayS,,51.7859132,32.2134756,ST_Point,1,"(32.2134756, 51.7859132)"
65,1002847718,نانوایی سنگکی,1mX1Wd4iRhss6x,,51.4294782,35.6167788,ST_Point,1,"(35.6167788, 51.4294782)"
66,1002847723,هفت,57vdJyWFJvEN9C,,51.4175203,35.6329318,ST_Point,1,"(35.6329318, 51.4175203)"
67,1015480078,اقامتگاه بومگردی کویرتوران,17cmmndVLOtYiL,{09151732085},56.6823672,35.9380739,ST_Point,2,"(35.9380739, 56.6823672)"
68,1002847925,موسسه آموزشی زبان علوم و فنون کیش,6uke3zReJJGnCF,{02144100114},51.2893077,35.7387129,ST_Point,0,"(35.7387129, 51.2893077)"
69,1002847989,کانون کودکان برتر شعبه شهرزیبا,32Ld3ix98WzEdW,{02144100689},51.292591,35.733964,ST_Point,1,"(35.733964, 51.292591)"
70,1002848018,فروشگاه مهدی,37XtuvWzyCxZSn,{02144103578},51.2907696,35.7344981,ST_Point,2,"(35.7344981, 51.2907696)"
71,367738102,باشگاه شهید چمران,5HSYaBNKFetY9O,,53.3459399,35.70970878,ST_Polygon,1,"(35.70970878, 53.3459399)"
72,1002848040,آموزشگاه و سالن زیبایی نگین سار,2HiSvuhxKekMhJ,{09362271909},51.2843624,35.7382525,ST_Point,0,"(35.7382525, 51.2843624)"
73,1002879090,ایستگاه مترو خلیج فارس,3FEbXcovhCOUCY,,48.7015858,31.3357675,ST_Point,0,"(31.3357675, 48.7015858)"
74,1002880539,مترو دوران ورودی شرقی,246K8BN1OOREWE,,52.5948354,29.5589586,ST_Point,0,"(29.5589586, 52.5948354)"
75,367740872,دبیرستان شهید دستغیب,3HCyWGXUALJtNg,,52.5439261,29.59941067,ST_Polygon,0,"(29.59941067, 52.5439261)"
76,1015442545,شرکت آجرنسوز چهارباغ,3hfEyCh3VEup01,,51.7835532,32.2290764,ST_Point,1,"(32.2290764, 51.7835532)"
77,1002848048,داروخانه دکتر خداوردی,3fqVvYi7VIYw3m,,51.2939389,35.7365224,ST_Point,2,"(35.7365224, 51.2939389)"
78,1001427849,کفش و صندل سلامت دکتر آس,PgULsZNSq89k5n,,51.3751762,35.6961445,ST_Point,0,"(35.6961445, 51.3751762)"
79,1002848097,پوشاک ارزان,3jHLdBO11DiyFN,,51.2917841,35.7410393,ST_Point,0,"(35.7410393, 51.2917841)"
80,367741787,باشگاه محبوبی,7m47yH5Ahq0y8w,,47.59225562,35.8775177,ST_Polygon,0,"(35.8775177, 47.59225562)"
81,1002848118,سوپر بهاران (شانجان),553ms62XV5u0cI,{02144106639},51.288029,35.731299,ST_Point,1,"(35.731299, 51.288029)"
82,1002848120,دبیرستان دوره اول پسرانه غیردولتی البرز,669L10Np1CoJNK,{02144114255},51.2851467,35.739497,ST_Point,0,"(35.739497, 51.2851467)"
83,367743797,کانون فرهنگی هنری آسمان مسجد شالچی,2JrTBDYyqsgIzM,,46.30964129,38.08904152,ST_Polygon,0,"(38.08904152, 46.30964129)"
84,1002848143,سوپر آسیا,4KXUpnqeYT6Xlw,,51.2949679,35.7404109,ST_Point,0,"(35.7404109, 51.2949679)"
85,1013846343,بانک سپه,2luJrduAnUKn7O,"{05836422017,05836422018}",58.21876,37.232514,ST_Point,0,"(37.232514, 58.21876)"
86,1013846349,بانک صادرات,5ehALBxO9X78df,"{05837273222,05837273205}",57.486936,37.204262,ST_Point,0,"(37.204262, 57.486936)"
87,1007873634,فروشگاه زنجیره ای اتکا,5HzYmXwoumXOna,,50.0273775,37.2060224,ST_Point,1,"(37.2060224, 50.0273775)"
88,1002848170,فروشگاه فدک,4ENghhEDT77EYr,,51.2949129,35.7449636,ST_Point,0,"(35.7449636, 51.2949129)"
89,1002848209,خودپرداز بانک سرمایه,7o6VnnU1b88eJ9,,51.2881914,35.7519453,ST_Point,0,"(35.7519453, 51.2881914)"
90,1002848211,پلی کلینیک تخصصی و مرکز جراحی محدود مهر,2qfjkQkc5XX5jy,,51.2882963,35.7518233,ST_Point,0,"(35.7518233, 51.2882963)"
91,1015683901,فروشگاه شیرین عسل,1ymXRAejeCjxXB,{04442448796},45.7235377,36.7617206,ST_Point,1,"(36.7617206, 45.7235377)"
92,367737543,امامزاده جعفر,PwfQgaFzgVoiuz,,51.68433957,32.66307669,ST_Polygon,1,"(32.66307669, 51.68433957)"
93,1013846355,بانک کشاورزی,67ONREeRtQmyas,"{05837723544,05837723402}",57.928213,36.695932,ST_Point,0,"(36.695932, 57.928213)"
94,375036179,پارک سوسن ایذه,4vq9pbjs8Y4XaM,,49.82282032,32.05594081,ST_Polygon,1,"(32.05594081, 49.82282032)"
95,1001427851,اسپورت,4IIuG1hGZWqYkN,,51.3777865,35.700456,ST_Point,0,"(35.700456, 51.3777865)"
96,1013846361,بانک ملی,6OJKGi4cvOr5sF,{05832522222},56.8877905,37.3452404,ST_Point,0,"(37.3452404, 56.8877905)"
97,369476458,پارک صنعتی,2eba2cBN2GwUjr,{09147537533},48.31810194,38.27093284,ST_Polygon,0,"(38.27093284, 48.31810194)"
98,1013846377,بانک قرض الحسنه مهر ایران,3XNGWfLGS6IHg4,{05832503431},56.293808,36.983481,ST_Point,0,"(36.983481, 56.293808)"
99,1002987447,مشاور املاک کاشانه لاهیجان,P1K5TvHCXidmXa,{09111414363},50.014352,37.197121,ST_Point,1,"(37.197121, 50.014352)"
100,1002848242,پوشاک مردانه نجفی,4CV2OcaYkb3Dth,{02133384093},51.44881,35.618592,ST_Point,1,"(35.618592, 51.44881)"
101,1001919042,سرویس بهداشتی,4sOM26mYGvugXj,,51.6360081,32.6237974,ST_Point,1,"(32.6237974, 51.6360081)"
102,1003060793,نان بربری آذربایجان,6oR7JGMNaXCWw0,,48.4105994,32.3984937,ST_Point,1,"(32.3984937, 48.4105994)"
103,1013846378,موسسه اعتباری نور,16f4OFs6TwTSnU,"{05832210330,05832210329}",57.335047,37.48084,ST_Point,0,"(37.48084, 57.335047)"
104,1002848270,دبیرستان پسرانه بینش,1kQ7UFWLAQluwu,,51.2516262,35.728319,ST_Point,0,"(35.728319, 51.2516262)"
105,1013846380,موسسه اعتباری نور,480Yt9ckMjx0YN,"{05832248751,05832210870,05832231595,05832239028}",57.327116,37.478468,ST_Point,0,"(37.478468, 57.327116)"
106,1002848288,لوازم خانگی و کادوئی بهاران,4vnfogvvQ3mkoF,,51.2889066,35.7401424,ST_Point,0,"(35.7401424, 51.2889066)"
107,1014929440,شرکت فرزان فن اندیش فردا,PhLGHvn5CTXnjn,{02166177751},51.400838,35.7035903,ST_Point,1,"(35.7035903, 51.400838)"
108,1013846389,بانک ایران زمین,7fStR9ct0qMqq7,"{05632828955,02124752000}",56.925748,33.591152,ST_Point,0,"(33.591152, 56.925748)"
109,1015496012,مغازه سيدمهدي,2v1YunCXfT9H4r,{09169125732},48.6169887,31.23953,ST_Point,1,"(31.23953, 48.6169887)"
110,1003121160,کارگاه تولیدی ایران سایبان,5F7u7ZdgHvjaZN,{09128199519},51.3309419,35.6111054,ST_Point,0,"(35.6111054, 51.3309419)"
111,1015696814,خدمات برق ساختمان,6MXd5y4DLFbSXs,{09198384103},51.6380296,35.8434631,ST_Point,1,"(35.8434631, 51.6380296)"
112,1002003317,موسسه حقوقی دیاکو,2xYDvEGqglfMZq,{02632400680},51.000479,35.8110983,ST_Point,1,"(35.8110983, 51.000479)"
113,1002990934,ایستگاه مترو میدان خلیج فارس,PVbQAAmKM9VRcc,,48.7016274,31.3358118,ST_Point,0,"(31.3358118, 48.7016274)"
114,1015282518,ماشین آلات راهسازی و معدن حقی,2oWg3X1rOxFlrH,,51.3338649,35.611072,ST_Point,0,"(35.611072, 51.3338649)"
115,1002848293,سوپر سالار,776tJornElBVVx,{02146022668},51.249821,35.7246564,ST_Point,1,"(35.7246564, 51.249821)"
116,1002992031,ایستگاه مترو دانشگاه,PqoWY2eRxVlUIM,,46.3291342,38.0649099,ST_Point,0,"(38.0649099, 46.3291342)"
117,367722615,مجتمع مسکونی حضرت زهرا سلام الله علیها,1a85A1zXlATXvD,,50.8165437,34.54389896,ST_Polygon,1,"(34.54389896, 50.8165437)"
118,1013846391,بانک ایران زمین,2bg65Id9N1CA0M,{05632881737},58.523252,33.858961,ST_Point,0,"(33.858961, 58.523252)"
119,367722827,پارک,5HLGNa3jWzypVR,,60.24805793,34.40925942,ST_Polygon,0,"(34.40925942, 60.24805793)"
120,1001418010,دفتر خدمات الکترونیک انتظامی پلیس+10,603VUkXam1xILl,,51.5246597,35.7259385,ST_Point,1,"(35.7259385, 51.5246597)"
121,1015647158,شرکت سیروان صنعت کیمیا گستر,1UmMQvpww7Aari,{07137742250},52.5409448,29.4861543,ST_Point,1,"(29.4861543, 52.5409448)"
122,1015647166,اسباب بازی بهزاد,35BlftJrKEvr5W,{09361108902},49.6893756,34.0895637,ST_Point,0,"(34.0895637, 49.6893756)"
123,1015647163,خانه استیو نگارخانه کاشان,P5NFLKC8ghRkwy,{09132621375},51.4439075,33.9839366,ST_Point,0,"(33.9839366, 51.4439075)"
124,1013846400,بانک سپه,10FeMZVqt2RUQ0,"{05632624099,05632622033}",60.039843,31.538743,ST_Point,0,"(31.538743, 60.039843)"
125,1002978712,فروشگاه زنجیره‌ای جانبو,PVxDLonG3HD0qM,,50.0208269,36.3095805,ST_Point,0,"(36.3095805, 50.0208269)"
126,1007857505,سوپر سالار,5XlDBpNW872l9d,{0135513394},49.5596618,37.2699901,ST_Point,1,"(37.2699901, 49.5596618)"
127,1003069240,فروشگاه ثاقب,57W6tQhBlpdEeR,{01132295353},52.682162,36.547884,ST_Point,1,"(36.547884, 52.682162)"
128,1003043487,ایستگاه مترو کرمانشاه,1NFocne02qKpVg,{08338252383},47.0879495,34.3348164,ST_Point,0,"(34.3348164, 47.0879495)"
129,1002005680,شهرک مهندسی زراعی,5XpyXQQodQsUEt,,50.953673,35.770609,ST_Point,11,"(35.770609, 50.953673)"
130,367724109,آب نما پارک بانوان,3jeOHEbJ4jdOzZ,,50.98532019,35.83247847,ST_Polygon,2,"(35.83247847, 50.98532019)"
131,1001716518,لوازم یدکی جک جیلی لیفان چری,33gjK9GacAo8Xg,{09608436316},51.51674,35.752989,ST_Point,1,"(35.752989, 51.51674)"
132,1015591063,فروشگاه کانن,2Juq8Ol0tVLav4,{09131453782},54.4292938,31.7737639,ST_Point,0,"(31.7737639, 54.4292938)"
133,1015647162,سنگفروشی گلستان سبز,PD9whcWUhNGbJZ,{09335814312},54.480166,36.847401,ST_Point,0,"(36.847401, 54.480166)"
134,1013846406,بانک سپه,4nOHkzemd3MNHI,"{05632786642,05632786155}",57.428649,33.868457,ST_Point,0,"(33.868457, 57.428649)"
